filename,AlkylationReagent,CellLine,CellType,CleavageAgent,Compound,Disease,EnrichmentMethod,MaterialType,Modification,Organism,OrganismPart,ReductionReagent,SpikedCompound,Staining,Strain
MSV000080753.txt,iodoacetamide,,,"modified trypsin, trypsin",,"invasive ductal breast carcinomas, IDCs","chemo-enzymatically enriched, Click-iT enzymatic labeling, Immunoprecipitation of TAMRA-labeled O-GlcNAc proteins",tissue,"O-GlcNAc, Oxidation (Met), carbamidomethyl (Cys)",Homo sapiens,breast,dithiothreitol,,,
MSV000080754.txt,"N-ethylmaleimide, iodoacetamide",HEK293,,"trypsin, Trypsin/Lys-C Mix","Ubc9 fused to TTR, non-fused TTR",,polyclonal anti-TTR antibodies,"cells, cell line","carbamidomethylation (C), oxidation (M), GlyGly-tagged (K)","Homo sapiens, Escherichia coli",,DTT,,Coomassie blue R250,BL21 pLys
MSV000080755.txt,,"HEK (human embryonic kidney)-293T, T-Rex293 (HEK-TR), G11 (HEK-TR clone which constitutively expresses His–BCNT)",,"trypsin, endoproteinase Asp-N, Achromobacter protease I","nicotinamide 4 mM, trichostatin A 50 nM",,"Ni-NTA, Ni 2+ -nitrilotriacetate, anti-His antibody-linked beads, nickel-chelating affinity chromatography","cells, cell line","pyro-Glu (N-term Q), Oxidation (M), Phospho (ST), Acetyl (K)","Homo sapiens, Bos taurus, Escherichia coli",,,,"Coomassie Brilliant Blue, Quick-CBB Plus","E. cloni 10G, BL21(DE3)"
MSV000080757.txt,iodoacetamide,"HCC1599, MCF7, HCC1937, HCC2218, HMEC",Human mammary epithelial cells,trypsin,,"breast cancer, breast tumours",,"tissue, cells","methionine oxidation, N-terminal acetylation, carbamidomethyl cysteine",Human,breast tumours,DTT,,hematoxylin and eosin staining,
MSV000080758.txt,,,,trypsin,"Human CaM, plectin-ABD isoform 1a",,,,"carbamidomethylation of cysteine, oxidation of methionine",Human,,,,,
MSV000080761.txt,"methyl methane thiosulfonate, MMTS","MCF-10A, MCF-7, MDA-MB-231",,trypsin,,breast cancer,,"cells, cell line","oxidation of methionine, deamidation of Asparagine and Glutamine (N and Q), acetylation of the protein N-terminus, MMTS at cysteine",human,,"tris(2-carboxyethyl)phosphine hydrochloride, TCEP",,,
MSV000080762.txt,chloroacetamide,"HCT116, HCT116.625, HCT116.ctrl, SW620, SW620.625, SW620.ctrl",,"LysC, trypsin","doxycycline hyclate 50 ng ml⁻¹, oxPt, oxPt 16 μM","colorectal cancers (CRC), mCRC",TiO 2 beads,"cells, cell line","Carbamidomethylation of cysteine, oxidation of methionine, protein amino (N)-terminal acetylation, pyro-glutamate formation from glutamine, phosphorylation",Homo sapiens,,dithiothreitol,,,
MSV000080763.txt,Chloroacetamide,,,"LysC, trypsin, Lysyl Endoproteinase, Trypsin",,"periodontitis, dental caries, orally healthy","solid-phase extraction, desalted and concentrated on Waters Sep-Pak reversed-phase C 18 cartridges",biofluid,,human,saliva,tris (2-carboxyethyl)phosphine,,,
MSV000080764.txt,,HEK293,,,GST-fusions,,"GST pull-downs, affinity purified",cells,,Homo sapiens,,,,,
MSV000080766.txt,,HEK293T,,,"V5-FIH, DMOG, V5-PHD3, FLAG-RIPK4, FLAG-MAPK6, HA-PHD3, JNJ",,immunoprecipitated,"cells, cell line","N-terminal acetylation (protein), oxidation (M), oxidation (MWYFKPHDN)",Homo sapiens,,,,,
MSV000080767.txt,,"Kit225, Hut102",T cell,trypsin,"IL-2 200 U/mL, IL-15 200 U/mL, IL-2 5 × 103 U/mL, IL-15 5 × 103 U/mL","T lymphoma, T-cell lymphoma","Immunoprecipitation of tyrosine-phosphorylated proteins, TiO2 enrichment",cell line,"Carbamidomethyl (C), oxidation (M), acetyl (protein N-term), deamidation (NQ), phospho-STY (STY)",Homo sapiens,,,,Colloidal Blue,
MSV000080769.txt,Carbamidomethyl,,"human primary macrophages, monocytes",trypsin,"Ultrapure LPS, Z-YVAD-fmk,1 25 μm, GM-CSF 10 ng/ml",,"size-exclusion filtration using Amicon 15-ml tubes with a 100-kDa cutoff, concentrated using Amicon 15-ml filters with a 10-kDa cutoff, STAGE-TIP method using a C18 resin disk (3 M Empore)",cells,"protein N-acetylation, methionine oxidation",human,macrophages,,,silver-stained,
MSV000080770.txt,"methylmethane thiosulfonate, MMTS","MCF-10A, MCF-7","breast epithelial cell line, normal mammary epithelial cells","proteinase K, trypsin",,breast cancer,,cell line,"fixed MMTS modification on cysteine, variable oxidation of methionine, deamidation of asparagine and glutamine, acetylation of the protein N-terminus",Homo sapiens,,"tris(2-carboxyethyl)phosphine hydrochloride, TCEP",,,
MSV000080771.txt,"Iodoacetamide, IAA",HeLa S3 cells,,"endoprotease LysC, modified Trypsin",thymidine 2 mM,,,"cells, cell line",,Homo sapiens,,"dithiothreitol, DTT",,,
MSV000080772.txt,iodoacteamide,"HEK293, HEK293T/17",,trypsin,,,"quantitative SILAC (stable isotope labeling of amino acids in cell culture) co-immunoprecipitation (Co-IP), NOX4 qCo-IP",cells,"N terminus acetylation, oxidation of methionine, deamidation on asparagine and glutamine, carbamidomethylation","Homo sapiens, Mus musculus",,DTT,,"Coomassie, Coomassie Blue",
MSV000080773.txt,,Kit225,"CD4 + T lymphocytes, T lymphocytes","LysC, trypsin",IL-2 200 U/ml,leukemic,TiO2 beads,"cells, cell line","Carbamidomethylation, oxidation of M, protein N-terminal acetylation, NQ deamidation, STY phosphorylation",Human,"nuclear, cytosol",,,,
MSV000080774.txt,iodoacetamide,HeLa Kyoto cells,,"Lys-C, Trypsin",nocodazol,,reversed-phase (RP) C18 Sep-Pak cartridges,cell line,"carbamidomethylation on cysteine, oxidation on methionine, phosphorylation of serine, threonine, and tyrosine",Homo sapiens,,dithiothreitol,,,
MSV000080775.txt,iodoacetamide,"HeLa, CW-2, HCA7, NCI-H747",,modified trypsin,"OA 25nM, siRNA",,"TiO 2 enrichment, TiO 2 affinity chromatography","cells, cell line",phosphorylation,Homo sapiens,,"dithiothreitol, DTT",bovine α-casein,,
MSV000080776.txt,carbamidomethyl cysteine,,,,,"lethal metastatic castration resistant prostate cancer (CRPC), treatment naïve localized prostate cancer",Phosphopeptide enrichment,tissue,"N-terminal acetylation, oxidized methionine, phosphorylated serine, threonine, or tyrosine",human,prostate cancer tissues,,,,
MSV000080778.txt,iodoacetamide,HeLa cells,,"LysC, trypsin","aspirin 20 m m, aspirin 10 m m, aspirin 5 m m, aspirin 2 m m, aspirin 1 m m, aspirin 0.5 m m, salicylic acid 20 m m, salicylic acid 10 m m, salicylic acid 5 m m, salicylic acid 2 m m, salicylic acid 1 m m, salicylic acid 0.5 m m, bufexamac 0.25 m m, nicotinamide 20 m m, aspirin 20 m m, aspirin 10 m m, aspirin 5 m m, aspirin 2.5 m m, aspirin 1.25 m m, aspirin 0.625 m m, salicylic acid 20 m m, salicylic acid 10 m m, salicylic acid 5 m m, salicylic acid 2.5 m m, salicylic acid 1.25 m m, salicylic acid 0.625 m m, aspirin 5 m m, aspirin-d 3 5 m m",,immune affinity chromatography,"cells, cell line","acetylated lysine, Carbamidomethylation of cysteines, oxidation of methionines, acetylation of protein N termini, acetylation of lysines, d3-acetylation of lysines",human,,DTT,,,
MSV000080779.txt,iodoacetamide,HEK293A,single IgA plasma cells,"chymotrypsin, pepsin, trypsin, elastase, carboxypeptidase A",,celiac disease,"antibody pull-down, pull-down with hmAbs",,"pyro-glu (N-term Q), deamidation (NQ), oxidation (M)",Triticum aestivum,,,,,
MSV000080780.txt,iodoacetamide,"HEKT293, Jurkat",Human Jurkat T cells,trypsin,,,COmbined FRActional DIagonal Chromatography (COFRADIC),"cells, cell line","chemical acetylation, N-acetylated, Boc-Gly-OSu, oxidation by H2O2, methionine oxidation, carbamidomethylation of cysteines, N-terminal protein acetylation, lysine acetylation, N-terminal pyro-glutamate, Lys-ε-Gly, Gly on protein N-termini",Homo sapiens,,"tris(carboxyethyl)phosphine, TCEP",,,
MSV000080781.txt,,"DG75, Daudi",,,"dimethyl sulfoxide, AT13387, STA-9090",Burkitt lymphoma (BL),immunoprecipitation of phosphotyrosine-containing peptides using the pY1000 antibody,"cells, cell line","protein deamidation, oxidation, phosphorylation, Cysteine carbamidomethylation",Homo sapiens,,,,,
MSV000080782.txt,iodoacetamide,HEK293,,trypsin,"recombinant AMPylators 1/10 w/w enzyme to total protein, HYPE E234G 1/10–1/1000 w/w enzyme to total protein, ATP 0–1000 μm",,"NeutrAvidin agarose resin, NeutrAvidin beads",cell line,"AMPylation, Cysteine carbamidomethylation, methionine oxidation, acetylation of protein N terminus, AMP-derived adduct (+624.1918 Da) to Ser, Thr, and Tyr, AMP adduct mass of +329.0525 Da",Homo sapiens,,DTT,“spike in” standard,,
MSV000080783.txt,iodoacetamide,"HeLa, MCF-7, MDA-MB-231, HCT116",,trypsin,inhibitor 1 5 μM,cancer,,"cells, cell line","Cysteine carbamidomethylation, methionine oxidation",Homo sapiens,,DTT,heavy spike-in standard,,
MSV000080786.txt,iodoacetamide,,,trypsin,conduritol B-epoxide 100 mg/kg/day,"Gaucher disease, neuronopathic GD, type 1, type 2, type 3",,"biofluid, tissue","carbamidomethylation of cysteines, oxidation of methionines","Homo sapiens, Mus musculus","cerebrospinal fluid, brain",dithiothreitol,,,"Gba flox/flox ; nestin-Cre, C57BL/6OlaHsd"
MSV000080787.txt,iodoacetamide,,"CD14 +, CD4 +, CD8 +, CD19 +, CD56+",trypsin,tocilizumab,rheumatoid arthritis,"CD14+, CD4+, CD8+, and CD19+ cells were extracted using corresponding conjugated dynabeads, CD56+ was extracted using CD56 primary antibodies, and Goat-anti-mouse dynabeads",cells,"carbamidomethyl (C), protein N-terminal acetylation, deamidation (NQ), citrullination (R), phosphorylation (STY)",Homo sapiens,Peripheral blood,Tris (2-Carboxyethyl) phosphine,,,
MSV000080790.txt,,HEK293T cells,,trypsin,"simvastatin 1 μM, tamoxifen 1 μM, reversine 1 μM, human TNFα 300 IU ml⁻¹",,"Virotrap, MyOne Streptavidin T1 beads pre-loaded with 10 μl ANTI-FLAG BioM2-Biotin antibody","cells, cell line",,Homo sapiens,,dithiothreitol,,,
MSV000080791.txt,iodoacetamide,HEK293,,modified trypsin,PCA 50 μM,,,"cells, cell line","oxidation on Met, carbamidomethylation in Cys",Homo sapiens,,dithiothreitol,,,
MSV000080793.txt,chloroacetamide,"HeLa, U2-OS",,"Endoproteinase Lys-C, Modified Trypsin","MG-132 10 μM, PR-619 20 μM",,Ni-NTA agarose beads (Qiagen),"cells, cell line","SUMOylation, Cysteine carbamidomethylation, Protein N-terminal acetylation, peptide N-terminal carbamylation, methionine oxidation, QQTGG, pyro-QQTGG, lysine acetylation, serine-threonine-tyrosine phosphorylation",human,,"β-mercaptoethanol, dithiothreitol, DTT",,,
MSV000080794.txt,,Huh-7,,trypsin,"HBx, HBV replicon plasmids, pCMV-HBV1.1, pCMV-HBV1.1(X–)",HBV-infected,differential centrifugation protocol,"cell line, biofluid","protein N-terminus acetylation, oxidized methionine, carbamidomethylated cysteine",Homo sapiens,sera,,,silver staining,
MSV000080795.txt,chloroacetamide,Human osteosarcoma cells (U2OS),,"endoproteinase Lys-C, sequencing grade-modified trypsin","VE-821 1 μM, HU 2 mM",,TiO2 spheres,cell line,"Cysteine carbamidomethylation, protein N-terminal acetylation, methionine oxidation, phosphorylation of serine, threonine, and tyrosine",Homo sapiens,,dithiothreitol,,,
MSV000080796.txt,,,,trypsin,,normal healthy,stage tip,"tissue, biofluid","Carbamidomethylation (+57.02146) of cysteine, oxidation at MHW (+15.995)",Homo sapiens,"ureter, urine, kidney",DTT,,,
MSV000080797.txt,chloroacetamide,"MDA-MB-231 BT, 4T1 wild-type, MDA-MB-231 parental",,mass spectrometry (MS)-grade trypsin,,breast cancer,10 kDa molecular mass cut-off filters,cell line,,"Homo sapiens, Mus musculus",,DTT,,,
MSV000080798.txt,"iodoacetamide, IAA",,,Trypsin,,"Gestational diabetes mellitus (GDM), normal glucose tolerance (NGT)",,tissue,"Carbamidomethyl (C), methionine oxidation (M, + 15.99492 Da)",human,omental adipose tissue,"dithiothreitol, DTT",,,
MSV000080801.txt,iodoacetamide,MDA-MB-231,,trypsin,,breast cancer,,cell line,"Carbamidomethylation (C), Oxidation (M), deamidation (NQ)",Homo sapiens,,dithiothreitol,,Coomassie blue staining,
MSV000080803.txt,,"HaCaT A5, HepG2 (ATCC HB-806)","primary hepatocytes, primary human epidermal keratinocytes, primary mouse hepatocytes",tryptic,"recombinant mouse HGF 100 ng/ml, recombinant human HGF 100 ng/ml, recombinant human IL-6, U0126 20 mM",liver metastasis derived from colorectal cancer,"immunoprecipitation, STAGE-Tip method","cells, tissue","phosphorylation, threonine and tyrosine phosphorylation, double-phosphorylated, monophosphorylated","Mus musculus, Homo sapiens",liver,,,SimplyBlue SafeStain,C57BL/6N
MSV000080810.txt,,"LoVo, SNU175, COLO320",,trypsin/lysC,,colorectal cancer (CRC),"high-throughput DNA pull-down, DNA pulldowns",cell line,,Human,"nuclear soluble fraction, nuclear extracts",,universal protein standard 2,,
MSV000080812.txt,,"HeLa, U2OS",,"LysC, trypsin","MG132 10 μM, bortezomib 100 nM, Cdk1/2 Inhibitor III 10 μM",,"Ni-NTA purification, Ni-NTA beads (Qiagen)","cell line, cells","SUMOylated, phosphorylation, ubiquitylation, acetylation, methylation, protein N-terminal acetylation, methionine oxidation, QQTGG on lysine, pyroQQTGG on lysine",human,,"β-mercaptoethanol, βME, TCEP, DTT",,,
MSV000080813.txt,iodoacetamide,"Ramos, Mutu, BL-41, U2932, L428, DB",B-cells,trypsin,,"diffuse large B-cell lymphoma, DLBCL, ABC-DLBCL, GCB-DLBCL",,"tissue, cell line","Cysteine carbamidomethylation, N-terminal acetylation, methionine oxidation",Homo sapiens,tissue,DTT,super-SILAC mix,,
MSV000080814.txt,iodoacetamide,"SNU119, TYKNU, KURAMOCHI, HEYA8, PEO4, 59M, SKOV3IP1, COV318","immortalized ovarian surface epithelial cells, fallopian tube epithelial cells, Primary fallopian tube secretory epithelial cells (FTECs)","LysC, trypsin",,"human high-grade serous ovarian cancer (HGSOC), ovarian cancer, serous-papillary high-grade, FIGO Stage IIIB/C, OvCa",,"tissue, cells, cell line","acetylation (N terminus), methionine oxidation, carbamidomethylation",human,"ovarian tumours, fallopian tube, ovarian surface epithelium",DTT,,,
MSV000080815.txt,iodoacetamide,HeLa-S3,,"trypsin, Lys-C endopeptidase","RanGDP 4 μM, Imp-β 0.3–0.7 μM, Imp-13 0.3–0.7 μM, Trn-1 0.3–0.7 μM, Trn-2 0.3–0.7 μM, Imp-7 0.3–0.7 μM, Imp-8 0.3–0.7 μM, Imp-9 0.3–0.7 μM, Imp-11 0.3–0.7 μM, Imp-5 0.3–0.7 μM, Trn-SR 0.3–0.7 μM, Imp-4 0.3–0.7 μM, Exp-4 0.3–0.7 μM",,in vitro reconstituted transport system,"cells, cell line","carbamidomethyl (Cys), oxidation (Met)",Homo sapiens,,DTT,,,
MSV000080816.txt,N-ethylmaleimide,U2OS,,trypsin,"DMSO, cycloheximide 40 μg/ml, MG132 10 μm",osteosarcoma,subcellular protein fractionation,"cells, cell line","methionine oxidation, deamidation of glutamine or asparagine, N-terminal pyro-glutamic acid formation, protein N-terminal acetylation",Homo sapiens,"nuclear, cytosolic, membrane, cytoskeletal compartments","triscarboxyethylphosphine, TCEP",,,
MSV000080825.txt,"Iodoacetamide, IAA",,,Lys-C/trypsin,,"lung adenocarcinoma, non-small cell lung cancer",,tissue,,Homo sapiens,lung tissue,"dithiothreitol, DTT",,,
MSV000080826.txt,carbamidomethylation,,sperm cells,trypsin,,,,"biofluid, cells, tissue","carbamidomethylation of cysteines, oxidation of methionines, protein N-terminal acetylation",Homo sapiens,"semen, sperm cells, testis",,,,
MSV000080827.txt,iodoacetamide,ES04 (WiCell institute),"human embryonic stem cells, human ESC-MSC, human bone marrow-derived MSC, BM-MSC","Lys-C, trypsin",,,,cells,"N-terminal acetylation, methionine oxidation, cysteine carbamidomethylation",Homo Sapiens,bone marrow,DTT,,,
MSV000080828.txt,iodoacetamide,"HeLa, U2OS",,"Lys-C, trypsin","MG132 20μM, Desferroxamine (DFX) 200μM, Dimethyloxalylglycine (DMOG) 1mM",,,cells,,Homo sapiens,,TCEP,,,
MSV000080829.txt,carbamidomethylation,U1810,,trypsin,"Syn-hsa-miR-372-3p miScript miR-mimic 10 n M, AllStar neg. control siRNA 10 n M",non-small cell lung cancer,"strong cation exchange solid-phase extraction (Phenomenex Strata-X-C, Phenomenex, Torrance, CA, USA)","cells, cell line",oxidation on methionine residues,Homo sapiens,,dithiothreitol,,,
MSV000080831.txt,iodoacetamide,"NIH 3T3 mouse fibroblast cells, RPE-1, RPE-1 trisomic cells",mouse fibroblast,"LysC, trypsin","MG132 20 μM, Bafilomycin A1 250 nM, wortmannin 500 nM, Actinomycin D 100 nM, DMSO",,"click reaction, Click-iT protein enrichment-kit","cells, cell line","oxidation of methionines, n-terminal acetylation, deamidation of aspargine and glutamine residues, Carbamidomethyl of c-termini","mouse, human",,DTT,,,
MSV000080833.txt,2-iodoacetamide,,,sequencing-grade-modified trypsin,"methotrexate, Leflunomide","Rheumatoid arthritis, RA",,tissue,"carbamidomethylated cysteine residues, acetylation of the N-terminal of proteins, oxidation of methionine, deamidation of asparginine and glutamine residues, arginine citrullination",Homo sapiens,colon mucosa,tris(2-carboxyethyl)- phosphine,,,
MSV000080834.txt,chloroacetamide,"SH-SY5Y, SH-SY5Y-TR, SH-SY5Y-TR-TrkA, PC12",,"endoproteinase Lys-C, trypsin",NGF 100 ng/ml,neuroblastoma,"TiO2-based phosphopeptide enrichment, titansphere chromatography, immunoprecipitated","cells, cell line","Cysteine carbamidomethylation, Protein N-acetylation, N-pyroglutamine, oxidized methionine, phosphorylation of serine, threonine, and tyrosine, deamidation of asparagine and glutamine","Homo sapiens, Rattus norvegicus",,dithiothreitol,,Colloidal Blue Kit,
MSV000080835.txt,iodoacetamide,"MDA-MB-231, HeLa, HepG2, RKO, U2OS, LNCaP, Jurkat",,"endoproteinase Lys-C, trypsin","hormonal anti-androgenic (GnRH agonist) therapy, purified PSA 0.5 ng/ml, purified PSA 2 ng/ml, purified PSA 10 ng/ml, purified PSA 50 ng/ml, purified PSA 200 ng/ml",prostate cancer,isolation of microparticles,"biofluid, cells, cell line","N-terminal acetylation, methionine oxidation, carbamidomethyl cysteine",Homo sapiens,plasma,DTT,purified PSA,,
MSV000080836.txt,chloroacetamide,"HEK293, HeLa, U2OS, HeLa- Kyoto",,"endoproteinase Lys-C, modified sequencing grade trypsin","PRMT1, PRMT4, PRMT5, EPZ015666 100 nM",,PTMScan Mono-Methyl Arginine Motif [mme-RG] Immunoaffinity Beads,"cells, cell line","omega-NG-MMA, carbamidomethylation, protein N-terminal acetylation, methionine oxidation, mono- methylation on lysine and arginine",Homo sapiens,,"dithiothreitol, DTT",,,
MSV000080838.txt,iodoacetamide,,,Trypsin,,"cataract, glaucoma, pseudoexfoliation syndrome, Pseudoexfoliative cataract, Primary open angle glaucoma, Pseudoexfoliative glaucoma",,biofluid,"methionine oxidation, N-terminal acetylation, carbamidomethyl cysteine",human,aqueous humor,,,,
MSV000080839.txt,CAA,"BT-474, BT-474-J4",,trypsin,lapatinib 1 μmol/L,HER2/ERBB2–overexpressing breast cancers,"Fe-IMAC column enrichment, Kinobead pull downs","cells, cell line",phosphorylation,Homo sapiens,,DTT,,,
MSV000080841.txt,iodoacetamide,NB4,acute myeloid leukemia blast cells,"Lys-C, trypsin","hydroxyurea 80 μM, RO-3306 9 μM",acute myeloid leukemia,,"cells, cell line","Deamidation, oxidation of methionine, Gln→pyro-Glu",human,,TCEP,,Coomassie protein staining,
MSV000080842.txt,chloroacetamide,"A549, HEK293, HCT116, L929, A20.2J",,"endoproteinase Lys‐C, sequencing grade modified trypsin",recombinant human TNF‐α 100 ng/ml,,"agarose-conjugated α-FLAG M2 antibody affinity matrix, di-glycine-lysine antibody resin, TiO2 spheres","cells, cell line","di‐Gly‐modified, phosphorylation, Cysteine carbamidomethylation, protein N‐terminal acetylation, methionine oxidation, N‐ethylmaleimide modification of cysteines, di‐glycine‐lysine",human,,dithiothreitol,,,
MSV000080843.txt,"iodoacetamide, Carbamidomethyl cysteine","U-87, T98G, LNT-229",human Glioblastoma cell lines,tryptic,"5′-Aza-2′-deoxycytidine (Decitabine, AdooQ Bioscience, Irvine, CA) 1 μm",Glioblastoma,immunoaffinity purified using the W6/32 mAb bound to Amino-Link beads,"cell line, cells","Methionine oxidation, Methionine sulfoxide, n-acetylation",human,,,,,
MSV000080844.txt,,BaF3-EpoR,"mCFU-E, hCFU-E",,,,,cells,,"Homo sapiens, Mus musculus",fetal livers,,,Coomassie,Balb/c
MSV000080846.txt,"Iodoacetamide, IAA",,,"modified porcine trypsin, Trypsin",,diffuse-type gastric cancers,,tissue,"Carbamidomethylation to cysteine, methionine oxidation",human,tumor tissue,DTT,,,
MSV000080848.txt,iodoacetamide,,,trypsin,metformin,"type 2 diabetes mellitus, T2DM, nondiabetic",,tissue,"carbamidomethyl (C), iTRAQ8plex (K), iTRAQ8plex (N-term), oxidation (M)",Homo sapiens,"repair arteries, internal mammary artery, internal thoracic artery",dithiothreitol,,,
MSV000080849.txt,CAA,,"NI H1, HI H9, NI TFBJ, NI TFC1, NI A1, NI A2, NI A3",trypsin,,deleterious homoplasmic mutation in the mitochondrial gene MT-ATP6 (m.9185T>C),,cells,"Cysteine carbamidomethylation, N-terminal acetylation, methionine oxidation",Homo sapiens,,"DTT, TCEP",,,
MSV000080851.txt,"Iodoacetamide, IAA",U2OS,,"Lys-C, Trypsin",Hydroxyurea 2 mm,,"Ni-NTA purification, nickel-nitrilotriacetic acid-agarose beads (Ni-NTA)","cells, cell line","SUMOylation, Carbamidomethylation of cysteine residues, Oxidation of methionine, phosphorylation, acetylation of protein N termini, Pyro-QQTGG, QQTGG",Homo sapiens,,"Tris-(2-carboxyethyl)-phosphine hydrochloride, TCEP",,,
MSV000080854.txt,iodoacetamide,HK-2 cells,human proximal tubular epithelial cells (PTEC),sequencing grade modified trypsin,"DHT 100 nm, EST 100 nm, ethanol",,,cells,"carbamidomethylation of cysteines, oxidation of methionine and proline residues, N-terminal acetylation",Homo sapiens,,dithiothreitol,labeled HK-2 cells,,
MSV000080856.txt,iodoacetamide,,primary human umbilical vein endothelial cells (HUVECs),trypsin,"LPS 50 ng/ml, R. conorii (Malish 7 strain)",Mediterranean spotted fever,"biotinylated cross-linking enrichment protocol, streptavidin magnetic beads",cells,"biotinylated cross-linking, oxidized methionine","Homo sapiens, Rickettsia conorii",umbilical vein endothelial cells,"DTT, dithiothreitol",SIS peptides,Colloidal Blue,Malish 7
MSV000080857.txt,iodacetamide,,Human aortic endothelial cells,trypsin,,"chronic heart failure, CHF",sequential ultracentrifugation,biofluid,,Homo sapiens,serum,DTT,,,
MSV000080858.txt,chloroacetamide,,Adipose-derived stem cells (ASCs),Trypsin,,,,cells,"carbamidomethyl (C), oxidation (M)",Homo sapiens,,tris(2-carboxyethyl)phosphine,,"Coomassie blue, SimplyBlue SafeStain",
MSV000080859.txt,iodoacetamide,"CD114, 9087 STEINLIN, 9088 PF04015, 9047 PLH, 9050 MOU, 9051 PITOUT, 9037 SWEIG, 9064 AMALA, 9089 BOB","B-lymphoblastoid cell lines, B-cell lines",,,Celiac disease,immunoprecipitated,cell line,"Pyro-glu (N-term Q and N-term E), deamidation (NQ), oxidation (M)",human,,,,,
MSV000080860.txt,iodoacetamide,,HUVECs,trypsin,"VEGF, Ad.p130Cas, Ad.p130Cas15F",,immunoprecipitation,cells,"Carbamidomethyl (C), Oxidation (M), Acetyl (Protein N-term)",Homo sapiens,,DTT,,,
MSV000080862.txt,"2-chloroacetamide, carbamidomethylation of cysteine",,,"trypsin, LysC",,healthy,,biofluid,"N-acetylation of proteins’ N-termini, oxidation of methionine",Homo sapiens,saliva,tris (2-carboxyethyl) phosphine,,,
MSV000080863.txt,chloroacetamide,,,trypsin,"RNAlater, 4% formalin",gastroenterologically healthy,,tissue,"carbamidomethyl (C), protein N-terminal acetylation, deamidation (NQ), oxidation (M), peptide N-terminal formylation",Homo sapiens,"colon mucosa, sigmoideum",tris(2-carboxyethyl)phosphine,,,
MSV000080864.txt,iodoacetamide,"SW480, SW620",,"Bovine TPCK-treated trypsin, Trypsin",,colon cancer,"IMAC, TiO 2, immunoprecipitation",cell line,"Cysteine carbamidomethylation, oxidized methionine, Phosphorylation of S, T, and Y residues",human,,DTT,,,
MSV000080865.txt,iodoacetamide,"HeLa cells (ATCC, S3 subclone)",,"LysC, trypsin",,,TiO2 beads,"cells, cell line","carbamidomethylation of cysteine, N-terminal protein acetylation, oxidation (M), Phospho (STY)",Homo sapiens,,DTT,,,
MSV000080866.txt,"N-ethylmaleimide, NEM, biotin maleimide",A431 (ATCC CRL-1555),epidermoid carcinoma cells,trypsin,"Hexylaminolevulinate 20 mM, HAL 20 mM",epidermoid carcinoma,"Selective biotinylation of reversibly oxidized thiol proteins, Aǿinity enrichment of biotinylated proteins, NeutrAvidin resin","cells, cell line","Biotin:Sigma-B1267, N-terminal acetylation, oxidation (M), deamidation (NQ)",Homo sapiens,,DTT,,Coomassie blue staining,
MSV000080867.txt,iodoacetamide,"tert-hBECs, tert-hSAECs","primary human cultures from trachea (phBECs), primary human cultures from bronchioles (phSAECs)","LysC-tr, trypsin",pRSV (MOI 1.0),Lower respiratory tract infections (LRTIs) from Respiratory Syncytial Virus (RSV),chloroform/methanol precipitation,"cells, cell line, biofluid, tissue","Carbamidomethylcysteine, N-terminal acetylation, methionine oxidation","Homo sapiens, Mus musculus","trachea, small airway bronchiolar cells, bronchioles, lung","dithiothreitol, DTT",stable isotope-labeled standard (SIS) peptides,,
MSV000080873.txt,chloroacetamide,"143B.TK− (ATCC-CRL-8303), ρ0 cells",osteosarcoma,"Lys-C, trypsin",,respiratory chain disease (RCD),"immunoprecipitation of ubiquitinated peptides using the PTMScan Ubiquitin Remnant Motif Kit, TiO2 (GL Sciences, Torrance, CA) enrichment of phosphorylated peptides","cells, cell line","phosphorylation, ubiquitination, Cysteine carbamidomethylation, N-terminal acetylation, methionine oxidation, diGly modification of lysine",Homo sapiens,,DTT,,,
MSV000080874.txt,iodoacetamide,HeLa,,trypsin,,"cervical cancer, ovarian cyst",,"cells, cell line, biofluid","oxidation (M), deamidation (NQ), phospho (STY), carbamidomethyl (C)",Homo sapiens,"urine, cerebrospinal fluid","dithiothreitol, DTT",,,
MSV000080878.txt,,"HeLa, HeLa mSnw1-LAP, HeLa CENP-A-EGFP, HeLa mSmc3-LAP, HeLa GFP-flag-sororin, HeLa APC2-RFP, HeLa mPrpf8-LAP",,,siRNA 20 nM,,crosslinked anti-GFP antibody beads,cells,,Homo sapiens,,,,,
MSV000080880.txt,,,,,pasteurized bovine milk 200 mL,non-atopic healthy,solid-phase extracted using Sep-pak C18 pre-packed columns,biofluid,"Oxidation of methionine, phosphorylation of serine and threonine",Homo sapiens,breast milk,,,,
MSV000081649.txt,iodoacetamide,,,trypsin,,"hepatoma, colorectal cancer, bladder cancer","ProteoMiner, ProteoMiner Protein Enrichment Kits",tissue,"Carbamidomethylation (C), Oxidation (M), Deamidatioin (N, Q)",Human,"hepatoma, colorectal cancer, bladder cancer, kidney tissues",dithiothreitol,,,
